iucn_sid,sciname,habitat
133398,Pavona varians,"This species occurs in most reef environments. It occurs on shallow and deeper reefer slopes and on vertical walls. Generally, <em>Pavona varians</em> occurs broadly amongst coral reefs and coral communities on rocks and rubble substrata, but is absent from shallow platforms with high energy (Cortés and Guzmán 1998, Glynn <em>et al</em>. 2000); in some locations this coral is found in cryptic habitats (Glynn <em>et al</em>. 2000). The maximum size is over 1 m. This species is typically found from 2-40 m but has been reported from 80 m. <br/><br/><em>P. varians</em> is a broadcast-spawner, releasing masses of minute eggs and sperm (Glynn <em>et al</em>. 2000). Most colonies utilize an alternating periodic sequential hermaphrodite mode of reproduction (Glynn <em>et al</em>. 2000). Glynn <em>et al</em>. (2000) suggest year-round reproductive activity. In addition, spawning appears to increase during high temperature conditions (Glynn <em>et al</em>. 2000). According to Glynn <em>et al</em>. (2000), <em>P. varians</em> may reach reproductive maturity at seven years; while the minimum colony size at first reproduction was found to be 5 cm (about five years old). The growth rate of <em>P. varians</em> has been estimated as 0.35 cm/yr in Costa Rica (Guzman and Cortes 1993). Recruitment of <em>P. varians</em> has been described as nil to low and patchy (Glynn <em>et al</em>. 2000)."
133399,NA,This species is found in semi-protected shallow reef or terrigenous rock substrates. It is not known to which depth this species occurs.
133400,Eusmilia fastigiata,"This species is found in shallow, intermediate and deep fore reef environments, from 1-65 m, but is most common from 10-25 m (Goreau and Wells, 1967; A. Bruckner and B. Precht pers. comm.). It occasionally occurs in patch reefs in lagoon environments. It can form large monoclonal colonies at intermediate depths."
133401,Acropora hoeksemai,"This species occurs in shallow reef environments. It occurs subtidally on outer reefs, reef slopes, or ledges on walls and submerged reefs (Wallace 1999). This species is found from 8-20 m."
133402,Acropora squarrosa,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes. It occurs on submerged patch reefs and reef shoals (Wallace 1999). This species is found from 1-18 m."
133403,Turbinaria stellulata,"It may form conspicuous dome-shaped colonies on upper reef slopes. Unlike other <em>Turbinaria</em>, this species is seldom found in turbid waters. The maximum size is 50 cm. This species is found from 2-15 m."
133405,Caulastrea tumida,"This species occurs on tropical, shallow reefs, on hard and mixed substrates, as well as on rocky foreshores of subtropical locations. This species is found on the back slope and foreslope of reefs as well as in lagoons. This species is found to at least 20 m."
133406,Psammocora haimeana,This species occurs in most reef environments to 40 m.
133408,Coscinaraea wellsi,"This species is usually found encrusting vertical or overhung faces, generally to depths of 50 m."
133409,Montipora verruculosus,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes and in lagoons that are protected from wave action. This species is found to at least 20 m."
133410,Pachyseris speciosa,It is found is most commonly on lower reef slopes. It forms large fields. This species is found from 4-25 m.
133412,Gyrosmilia interrupta,"This widespread species occurs in shallow, tropical reef environments protected from strong wave action. It occurs in shallow and deep fore reef areas, but does not form large colonies (Wood 1983). This species is found to 30 m."
133414,Goniastrea pectinata,"This species occurs in shallow and deeper, tropical reef environments. It is found in most shallow water environments. <em>G. pectinata</em> is commonly found from 1-15 m, with mass colonies at 1-2 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. It may also be found on inter-reef rubble substrate. This species is found to 40 m. <br/><br/><em>Goniastrea</em> species are usually hardy corals often found on back reef areas. Many of the colonies are small or medium in size, but others grow to a meter or more in diameter (Wood 1983)."
133415,Anacropora puertogalerae,This species occurs in shallow reef environments. This species is found from 5-20 m.
133416,Montipora circumvallata,"This species occurs in a wide range of shallow reef environments, and often occurs in lagoons. This species is found from 2 m to at least 20 m."
133417,Caulastrea furcata,"It is found on tropical, protected shallow reef slopes where the substrate is partly sandy. It forms extensive single species stands, sometimes over 5 m across.. It can also found in lagoons. This species is found to at least 30 m."
133419,Lobophyllia hemprichii,"This species is found in most reef environments to 50 m. It is commonly found from 9-15 m, rarely at 3-5 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002)."
133420,Montipora grisea,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found to at least 20 m."
133421,NA,This species is poorly known.
133422,Montipora capricornis,"This species occurs in shallow, tropical reef environments. It is found mostly in lagoons. This species is found to at least 20 m."
133423,Fungia horrida,This species is found on reef slopes as a free-living polyp. The depth range is from 1-25 m (Hoeksema 1990). Maximum size 21.5 cm in diameter.
133425,NA,"This species is found in a wide range of reef habitats and rocky foreshores, especially turbid environments typically from 1-30 m (although in North Carolina they are found from 20-40 m depth on hard substrates covered by fine sediments; Macintyre 2003)."
133428,Coscinaraea columna,"This species occurs on a wide variety of reef slopes from five to 30 m, generally to depths of 30 m."
133429,Echinopora horrida,"This species occurs in shallow, tropical reef environments. It forms large stands on protected horizontal substrates including shallow reefs and lagoons. This species is found on the back and foreslopes and can be found in inter-reef soft substrates. This species is found to at least 25 m."
133430,NA,"This species is semi-protected shallow reef or terrigenous rock substrates, generally to depths of 20 m."
133432,Acropora spicifera,"This species occurs in shallow, tropical reef environments. It is found on reef slopes. It occurs mostly intertidally on reef flats (Wallace 1999). This species is found from 2-10 m."
133433,Montipora crassituberculata,"This species occurs in shallow, tropical reef environments. It is found on upper and lower reef slopes. This species is found to at least 20 m."
133434,NA,This species occurs in shallow reef environments. This species is found to at least 20 m.
133435,Seriatopora dendritica,This species is found in protected reef environments. The maximum size is 30cm across. This species is found to 40 m.
133437,Fungia moluccensis,This species is found on reef slopes as a free-living polyp. The depth range is from 3-30 m (Hoeksema 1990). Maximum size is 18.5 cm in diameter.
133439,Agaricia tenuifolia,"This species is found in shallow fore reef spur and groove zones and on low-energy lagoon reef complexes, from 1-15 m. In high-energy reef environments, it forms box-like networks that are wave resistant (Chornesky 1991, Aronson and Precht 1995) and in low-energy lagoon environments it forms delicate open framework bouquets (Aronson and Precht 1997). <br/><br/>This species has high rates of recruitment, and rapid growth rates, so it has the potential to recover quickly from disturbance."
133440,Platygyra pini,"This species occurs in shallow reef environments. This species is found on subtidal rock and rocky reefs, on the back and foreslope of the reef, and in lagoons. It may be found in the outer reef channel. This species is found to 30 m. <br/><br/><em>Platygyra</em> species occupy a variety of reef habitats. They may form colonies a meter or more in diameter (Wood 1983)."
133441,NA,"This species occurs in shallow, tropical reef environments. It is found on protected reef slopes, sandy areas (Wallace 1999), and deep, sandy reef slopes (Richards pers. comm.). This species is found from 8-30 m."
133442,Oxypora lacera,"This species is found on shallow, protected reef slopes. In Chagos, the species is commonly found in deeper waters (20-30m) on seaward reef slopes (Sheppard pers. comm.). Red Sea range information from Sheppard and Sheppard (1991): This is a mid to deep-water species, preferring sheltered sites without strong water movement, but without much sedimentation either. It is not usually conspicuous, partly because of its neutral grey or pale brown colour, but is not uncommon below 25 m. This species is distinctive (Sheppard pers. comm.). Colonies of <em>Oxypora</em> seldom exceed 1 m in diameter (Wood 1983)."
